"ID","Name_submitted","Overall_score","Name_matched_id","Name_matched","Name_score","Name_matched_rank","Author_submitted","Author_matched","Author_score","Canonical_author","Name_matched_accepted_family","Genus_submitted","Genus_matched","Genus_score","Specific_epithet_submitted","Specific_epithet_matched","Specific_epithet_score","Family_submitted","Family_matched","Family_score","Infraspecific_rank","Infraspecific_epithet_matched","Infraspecific_epithet_score","Infraspecific_rank_2","Infraspecific_epithet_2_matched","Infraspecific_epithet_2_score","Annotations","Unmatched_terms","Name_matched_url","Name_matched_lsid","Phonetic","Taxonomic_status","Accepted_name","Accepted_species","Accepted_name_author","Accepted_name_id","Accepted_name_rank","Accepted_name_url","Accepted_name_lsid","Accepted_family","Overall_score_order","Highertaxa_score_order","Source","Warnings","selected","unique_id"
"405","Trema micrantha","1","524854","Trema micrantha","1","species","","","","(L.) Blume","Cannabaceae","Trema","Trema","1","micrantha","micrantha","1","","","","","","","","","","","","http://www.tropicos.org/Name/33300067","","Y","Accepted","Trema micrantha","Trema micrantha","(L.) Blume","524854","species","http://www.tropicos.org/Name/33300067","","Cannabaceae","1","1","tropicos","",true,440
"406","Trichilia pallida","1","310320","Trichilia pallida","1","species","","","","Sw.","Meliaceae","Trichilia","Trichilia","1","pallida","pallida","1","","","","","","","","","","","","http://www.tropicos.org/Name/20400274","","Y","Accepted","Trichilia pallida","Trichilia pallida","Sw.","310320","species","http://www.tropicos.org/Name/20400274","","Meliaceae","1","1","tropicos","",true,441
"407","Trichilia primogenita","1","311106","Trichilia primogenita","1","species","","","","W. Palacios","Meliaceae","Trichilia","Trichilia","1","primogenita","primogenita","1","","","","","","","","","","","","http://www.tropicos.org/Name/20401082","","Y","Accepted","Trichilia primogenita","Trichilia primogenita","W. Palacios","311106","species","http://www.tropicos.org/Name/20401082","","Meliaceae","1","1","tropicos","",true,442
"408","Trichospermum galeottii","1","523428","Trichospermum galeottii","1","species","","","","(Turcz.) Kosterm.","Malvaceae","Trichospermum","Trichospermum","1","galeottii","galeottii","1","","","","","","","","","","","","http://www.tropicos.org/Name/32200241","","Y","Accepted","Trichospermum galeottii","Trichospermum galeottii","(Turcz.) Kosterm.","523428","species","http://www.tropicos.org/Name/32200241","","Malvaceae","1","1","tropicos","",true,443
"409","Triplaris cumingiana","1","430894","Triplaris cumingiana","1","species","","","","Fisch. & C.A. Mey.","Polygonaceae","Triplaris","Triplaris","1","cumingiana","cumingiana","1","","","","","","","","","","","","http://www.tropicos.org/Name/26000377","","Y","Accepted","Triplaris cumingiana","Triplaris cumingiana","Fisch. & C.A. Mey.","430894","species","http://www.tropicos.org/Name/26000377","","Polygonaceae","1","1","tropicos","",true,444
"410","Turpinia occidentalis","1","518807","Turpinia occidentalis","1","species","","","","(Sw.) G. Don","Staphyleaceae","Turpinia","Turpinia","1","occidentalis","occidentalis","1","","","","","","","","","","","","http://www.tropicos.org/Name/30200020","","Y","Accepted","Turpinia occidentalis","Turpinia occidentalis","(Sw.) G. Don","518807","species","http://www.tropicos.org/Name/30200020","","Staphyleaceae","1","1","tropicos","",true,445
"411","Urera caracasana","1","525490","Urera caracasana","1","species","","","","(Jacq.) Gaudich. ex Griseb.","Urticaceae","Urera","Urera","1","caracasana","caracasana","1","","","","","","","","","","","","http://www.tropicos.org/Name/33400370","","Y","Accepted","Urera caracasana","Urera caracasana","(Jacq.) Gaudich. ex Griseb.","525490","species","http://www.tropicos.org/Name/33400370","","Urticaceae","1","1","tropicos","",true,446
"412","Vallea stipularis","1","166451","Vallea stipularis","1","species","","","","L. f.","Elaeocarpaceae","Vallea","Vallea","1","stipularis","stipularis","1","","","","","","","","","","","","http://www.tropicos.org/Name/11700090","","Y","Accepted","Vallea stipularis","Vallea stipularis","L. f.","166451","species","http://www.tropicos.org/Name/11700090","","Elaeocarpaceae","1","1","tropicos","",true,447
"413","Varronia cylindristachya","1","100627","Varronia cylindristachya","1","species","","","","Ruiz & Pav.","Cordiaceae","Varronia","Varronia","1","cylindristachya","cylindristachya","1","","","","","","","","","","","","http://www.tropicos.org/Name/4001129","","Y","Accepted","Varronia cylindristachya","Varronia cylindristachya","Ruiz & Pav.","100627","species","http://www.tropicos.org/Name/4001129","","Cordiaceae","1","1","tropicos","",true,448
"414","Verbesina arborea","1","58562","Verbesina arborea","1","species","","","","Kunth","Asteraceae","Verbesina","Verbesina","1","arborea","arborea","1","","","","","","","","","","","","http://www.tropicos.org/Name/2708610","","Y","Accepted","Verbesina arborea","Verbesina arborea","Kunth","58562","species","http://www.tropicos.org/Name/2708610","","Asteraceae","1","1","tropicos","",true,449
"415","Verbesina brachypoda","1","91708","Verbesina brachypoda","1","species","","","","S.F. Blake","Asteraceae","Verbesina","Verbesina","1","brachypoda","brachypoda","1","","","","","","","","","","","","http://www.tropicos.org/Name/2743461","","Y","Accepted","Verbesina brachypoda","Verbesina brachypoda","S.F. Blake","91708","species","http://www.tropicos.org/Name/2743461","","Asteraceae","1","1","tropicos","",true,450
"416","Verbesina latisquama","1","91712","Verbesina latisquama","1","species","","","","S.F. Blake","Asteraceae","Verbesina","Verbesina","1","latisquama","latisquama","1","","","","","","","","","","","","http://www.tropicos.org/Name/2743465","","Y","Accepted","Verbesina latisquama","Verbesina latisquama","S.F. Blake","91712","species","http://www.tropicos.org/Name/2743465","","Asteraceae","1","1","tropicos","",true,451
"417","Verbesina lloensis","1","58590","Verbesina lloensis","1","species","","","","Hieron.","Asteraceae","Verbesina","Verbesina","1","lloensis","lloensis","1","","","","","","","","","","","","http://www.tropicos.org/Name/2708638","","Y","Accepted","Verbesina lloensis","Verbesina lloensis","Hieron.","58590","species","http://www.tropicos.org/Name/2708638","","Asteraceae","1","1","tropicos","",true,452
"418","Vernonanthura patens","1","89099","Vernonanthura patens","1","species","","","","(Kunth) H. Rob.","Asteraceae","Vernonanthura","Vernonanthura","1","patens","patens","1","","","","","","","","","","","","http://www.tropicos.org/Name/2740044","","Y","Accepted","Vernonanthura patens","Vernonanthura patens","(Kunth) H. Rob.","89099","species","http://www.tropicos.org/Name/2740044","","Asteraceae","1","1","tropicos","",true,453
"419","Viburnum pichinchense","1","128975","Viburnum pichinchense","1","species","","","","Benth.","Viburnaceae","Viburnum","Viburnum","1","pichinchense","pichinchense","1","","","","","","","","","","","","http://www.tropicos.org/Name/6000107","","Y","Accepted","Viburnum pichinchense","Viburnum pichinchense","Benth.","128975","species","http://www.tropicos.org/Name/6000107","","Viburnaceae","1","1","tropicos","",true,454
"420","Viburnum triphyllum","1","128988","Viburnum triphyllum","1","species","","","","Benth.","Viburnaceae","Viburnum","Viburnum","1","triphyllum","triphyllum","1","","","","","","","","","","","","http://www.tropicos.org/Name/6000120","","Y","Accepted","Viburnum triphyllum","Viburnum triphyllum","Benth.","128988","species","http://www.tropicos.org/Name/6000120","","Viburnaceae","1","1","tropicos","",true,455
"421","Virola elongata","1","315328","Virola elongata","1","species","","","","(Benth.) Warb.","Myristicaceae","Virola","Virola","1","elongata","elongata","1","","","","","","","","","","","","http://www.tropicos.org/Name/21800129","","Y","Accepted","Virola elongata","Virola elongata","(Benth.) Warb.","315328","species","http://www.tropicos.org/Name/21800129","","Myristicaceae","1","1","tropicos","",true,456
"422","Virola reidii","1","315403","Virola reidii","1","species","","","","Little","Myristicaceae","Virola","Virola","1","reidii","reidii","1","","","","","","","","","","","","http://www.tropicos.org/Name/21800207","","Y","Accepted","Virola reidii","Virola reidii","Little","315403","species","http://www.tropicos.org/Name/21800207","","Myristicaceae","1","1","tropicos","",true,457
"423","Virola sebifera","1","315301","Virola sebifera","1","species","","","","Aubl.","Myristicaceae","Virola","Virola","1","sebifera","sebifera","1","","","","","","","","","","","","http://www.tropicos.org/Name/21800101","","Y","Accepted","Virola sebifera","Virola sebifera","Aubl.","315301","species","http://www.tropicos.org/Name/21800101","","Myristicaceae","1","1","tropicos","",true,458
"424","Vismia lateriflora","1","139987","Vismia lateriflora","1","species","","","","Ducke","Hypericaceae","Vismia","Vismia","1","lateriflora","lateriflora","1","","","","","","","","","","","","http://www.tropicos.org/Name/7801383","","Y","Accepted","Vismia lateriflora","Vismia lateriflora","Ducke","139987","species","http://www.tropicos.org/Name/7801383","","Hypericaceae","1","1","tropicos","",true,459
"425","Weinmannia auriculata","1","151809","Weinmannia auriculata","1","species","","","","D. Don","Cunoniaceae","Weinmannia","Weinmannia","1","auriculata","auriculata","1","","","","","","","","","","","","http://www.tropicos.org/Name/9300144","","Y","Accepted","Weinmannia auriculata","Weinmannia auriculata","D. Don","151809","species","http://www.tropicos.org/Name/9300144","","Cunoniaceae","1","1","tropicos","",true,460
"426","Weinmannia balbisiana","1","151679","Weinmannia balbisiana","1","species","","","","Kunth","Cunoniaceae","Weinmannia","Weinmannia","1","balbisiana","balbisiana","1","","","","","","","","","","","","http://www.tropicos.org/Name/9300014","","Y","Accepted","Weinmannia balbisiana","Weinmannia balbisiana","Kunth","151679","species","http://www.tropicos.org/Name/9300014","","Cunoniaceae","1","1","tropicos","",true,461
"427","Weinmannia glomerata","1","151707","Weinmannia glomerata","1","species","","","","C. Presl","Cunoniaceae","Weinmannia","Weinmannia","1","glomerata","glomerata","1","","","","","","","","","","","","http://www.tropicos.org/Name/9300042","","Y","Accepted","Weinmannia glomerata","Weinmannia glomerata","C. Presl","151707","species","http://www.tropicos.org/Name/9300042","","Cunoniaceae","1","1","tropicos","",true,463
"428","Weinmannia lentiscifolia","1","151822","Weinmannia lentiscifolia","1","species","","","","C. Presl","Cunoniaceae","Weinmannia","Weinmannia","1","lentiscifolia","lentiscifolia","1","","","","","","","","","","","","http://www.tropicos.org/Name/9300157","","Y","Accepted","Weinmannia lentiscifolia","Weinmannia lentiscifolia","C. Presl","151822","species","http://www.tropicos.org/Name/9300157","","Cunoniaceae","1","1","tropicos","",true,464
"429","Weinmannia pinnata","1","151745","Weinmannia pinnata","1","species","","","","L.","Cunoniaceae","Weinmannia","Weinmannia","1","pinnata","pinnata","1","","","","","","","","","","","","http://www.tropicos.org/Name/9300080","","Y","Accepted","Weinmannia pinnata","Weinmannia pinnata","L.","151745","species","http://www.tropicos.org/Name/9300080","","Cunoniaceae","1","1","tropicos","",true,465
"430","Wettinia oxycarpa","1","38328","Wettinia oxycarpa","1","species","","","","Galeano & R. Bernal","Arecaceae","Wettinia","Wettinia","1","oxycarpa","oxycarpa","1","","","","","","","","","","","","http://www.tropicos.org/Name/2401590","","Y","Accepted","Wettinia oxycarpa","Wettinia oxycarpa","Galeano & R. Bernal","38328","species","http://www.tropicos.org/Name/2401590","","Arecaceae","1","1","tropicos","",true,466
"431","Wettinia quinaria","1","37936","Wettinia quinaria","1","species","","","","(O.F. Cook & Doyle) Burret","Arecaceae","Wettinia","Wettinia","1","quinaria","quinaria","1","","","","","","","","","","","","http://www.tropicos.org/Name/2401194","","Y","Accepted","Wettinia quinaria","Wettinia quinaria","(O.F. Cook & Doyle) Burret","37936","species","http://www.tropicos.org/Name/2401194","","Arecaceae","1","1","tropicos","",true,467
"432","Xanthosoma sagittifolium","1","34282","Xanthosoma sagittifolium","1","species","","","","(L.) Schott","Araceae","Xanthosoma","Xanthosoma","1","sagittifolium","sagittifolium","1","","","","","","","","","","","","http://www.tropicos.org/Name/2106169","","Y","Accepted","Xanthosoma sagittifolium","Xanthosoma sagittifolium","(L.) Schott","34282","species","http://www.tropicos.org/Name/2106169","","Araceae","1","1","tropicos","",true,468
"433","Zanthoxylum bonifazieae","1","1228069","Zanthoxylum bonifazieae","1","species","","","","Cornejo & Reynel","Rutaceae","Zanthoxylum","Zanthoxylum","1","bonifazieae","bonifazieae","1","","","","","","","","","","","","http://www.tropicos.org/Name/100354462","","Y","Accepted","Zanthoxylum bonifazieae","Zanthoxylum bonifazieae","Cornejo & Reynel","1228069","species","http://www.tropicos.org/Name/100354462","","Rutaceae","1","1","tropicos","",true,471
"434","Zanthoxylum quinduense","1","492098","Zanthoxylum quinduense","1","species","","","","Tul.","Rutaceae","Zanthoxylum","Zanthoxylum","1","quinduense","quinduense","1","","","","","","","","","","","","http://www.tropicos.org/Name/28100301","","Y","Accepted","Zanthoxylum quinduense","Zanthoxylum quinduense","Tul.","492098","species","http://www.tropicos.org/Name/28100301","","Rutaceae","1","1","tropicos","",true,472
"435","Zanthoxylum verrucosum","1","493435","Zanthoxylum verrucosum","1","species","","","","(Cuatrec.) P.G. Waterman","Rutaceae","Zanthoxylum","Zanthoxylum","1","verrucosum","verrucosum","1","","","","","","","","","","","","http://www.tropicos.org/Name/28101741","","Y","Accepted","Zanthoxylum verrucosum","Zanthoxylum verrucosum","(Cuatrec.) P.G. Waterman","493435","species","http://www.tropicos.org/Name/28101741","","Rutaceae","1","1","tropicos","",true,473
"436","Zanthoxylum formiciferum","1","744908","Zanthoxylum formiciferum","1","species","","","","(Cuatrec.) P.G. Waterman","Rutaceae","Zanthoxylum","Zanthoxylum","1","formiciferum","formiciferum","1","","","","","","","","","","","","http://www.tropicos.org/Name/50061708","","Y","Accepted","Zanthoxylum formiciferum","Zanthoxylum formiciferum","(Cuatrec.) P.G. Waterman","744908","species","http://www.tropicos.org/Name/50061708","","Rutaceae","1","1","tropicos","",true,474
"437","Brosimum utile","1","1175172","Brosimum utile","1","species","","","","(Kunth) Oken","Moraceae","Brosimum","Brosimum","1","utile","utile","1","","","","","","","","","","","","http://www.tropicos.org/Name/100300816","","Y","Accepted","Brosimum utile","Brosimum utile","(Kunth) Oken","1175172","species","http://www.tropicos.org/Name/100300816","","Moraceae","1","1","tropicos","",true,475
"438","Ficus americana","1","312936","Ficus americana","1","species","","","","Aubl.","Moraceae","Ficus","Ficus","1","americana","americana","1","","","","","","","","","","","","http://www.tropicos.org/Name/21300596","","Y","Accepted","Ficus americana","Ficus americana","Aubl.","312936","species","http://www.tropicos.org/Name/21300596","","Moraceae","1","1","tropicos","",true,478
"439","Inga nobilis","1","188542","Inga nobilis","1","species","","","","Willd.","Fabaceae","Inga","Inga","1","nobilis","nobilis","1","","","","","","","","","","","","http://www.tropicos.org/Name/13008849","","Y","Accepted","Inga nobilis","Inga nobilis","Willd.","188542","species","http://www.tropicos.org/Name/13008849","","Fabaceae","1","1","tropicos","",true,479
"440","Pourouma bicolor","1","313363","Pourouma bicolor","1","species","","","","Mart.","Urticaceae","Pourouma","Pourouma","1","bicolor","bicolor","1","","","","","","","","","","","","http://www.tropicos.org/Name/21301041","","Y","Accepted","Pourouma bicolor","Pourouma bicolor","Mart.","313363","species","http://www.tropicos.org/Name/21301041","","Urticaceae","1","1","tropicos","",true,480
"441","Aegiphila lopez-palacii","1","530192","Aegiphila lopez-palacii","1","species","","","","Moldenke","Lamiaceae","Aegiphila","Aegiphila","1","lopez-palacii","lopez-palacii","1","","","","","","","","","","","","http://www.tropicos.org/Name/33703209","","Y","Accepted","Aegiphila lopez-palacii","Aegiphila lopez-palacii","Moldenke","530192","species","http://www.tropicos.org/Name/33703209","","Lamiaceae","1","1","tropicos","",true,481
